cet_cest_timestamp,load,Solar Capacity,Solar Generation,Solar Profile,Wind_Onshore Capacity,Wind_Onshore Generation,Wind_Onshore Profile,Wind_Offshore Capacity,Wind_Offshore Generation,Wind_Offshore Profile
2015-01-01 00:00:00,0,37248,,,27246,,,667,,
2015-01-01 01:00:00,41151,37248,,,27246,8336,0.3059,667,517,0.7744
2015-01-01 02:00:00,40135,37248,,,27246,8540,0.3134,667,514,0.771
2015-01-01 03:00:00,39106,37248,,,27246,8552,0.3139,667,518,0.7761
2015-01-01 04:00:00,38765,37248,,,27246,8643,0.3172,667,520,0.7793
2015-01-01 05:00:00,38941,37248,,,27246,8712,0.3197,667,520,0.779
2015-01-01 06:00:00,39045,37248,,,27246,9167,0.3365,667,521,0.7815
2015-01-01 07:00:00,40206,37248,,,27246,9811,0.3601,667,520,0.7801
2015-01-01 08:00:00,41133,37248,71,0.0019,27246,9683,0.3554,667,525,0.7874
2015-01-01 09:00:00,42963,37248,773,0.0207,27246,9502,0.3487,667,527,0.7907
2015-01-01 10:00:00,45088,37248,2117,0.0568,27246,10025,0.3679,667,525,0.7872
2015-01-01 11:00:00,47013,37248,3364,0.0903,27246,10862,0.3987,667,528,0.7908
2015-01-01 12:00:00,48159,37248,4198,0.1127,27246,11575,0.4248,667,528,0.7912
2015-01-01 13:00:00,47164,37248,3500,0.094,27246,11977,0.4396,667,528,0.7912
2015-01-01 14:00:00,46752,37248,2279,0.0612,27246,11396,0.4183,667,525,0.7864
2015-01-01 15:00:00,47403,37248,746,0.02,27246,11327,0.4157,667,524,0.7858
2015-01-01 16:00:00,49440,37248,50,0.0013,27246,13058,0.4793,667,524,0.786
2015-01-01 17:00:00,53410,37248,0,0,27246,14911,0.5473,667,524,0.7863
2015-01-01 18:00:00,53672,37248,0,0,27246,16344,0.5999,667,524,0.7857
2015-01-01 19:00:00,53012,37248,0,0,27246,17485,0.6417,667,524,0.7851
2015-01-01 20:00:00,50313,37248,0,0,27246,18659,0.6848,667,522,0.783
2015-01-01 21:00:00,48730,37248,0,0,27246,19831,0.7279,667,521,0.7814
2015-01-01 22:00:00,48624,37248,0,0,27246,20716,0.7604,667,519,0.7787
2015-01-01 23:00:00,45668,37248,0,0,27246,21589,0.7924,667,494,0.7407
2015-01-02 00:00:00,42424,37250,0,0,27259,22167,0.8132,667,305,0.4572
2015-01-02 01:00:00,40577,37250,0,0,27259,23158,0.8495,667,276,0.414
2015-01-02 02:00:00,39707,37250,0,0,27259,23966,0.8792,667,282,0.4228
2015-01-02 03:00:00,39504,37250,0,0,27259,24709,0.9064,667,325,0.4869
2015-01-02 04:00:00,40391,37250,0,0,27259,25386,0.9313,667,335,0.502
2015-01-02 05:00:00,42382,37250,0,0,27259,25784,0.9459,667,388,0.5819
2015-01-02 06:00:00,45679,37250,0,0,27259,25857,0.9486,667,498,0.7471
2015-01-02 07:00:00,50418,37250,0,0,27259,25694,0.9426,667,498,0.747
2015-01-02 08:00:00,54131,37250,38,0.001,27259,26110,0.9578,667,480,0.7196
2015-01-02 09:00:00,56505,37250,252,0.0068,27259,25567,0.9379,667,367,0.5509
2015-01-02 10:00:00,58447,37250,667,0.0179,27259,25235,0.9258,667,406,0.6087
2015-01-02 11:00:00,59453,37250,1262,0.0339,27259,25391,0.9315,667,420,0.6293
2015-01-02 12:00:00,59201,37250,1726,0.0463,27259,25228,0.9255,667,414,0.6212
2015-01-02 13:00:00,58564,37250,1899,0.051,27259,25363,0.9304,667,431,0.6464
2015-01-02 14:00:00,57721,37250,1352,0.0363,27259,24812,0.9102,667,486,0.728
2015-01-02 15:00:00,57276,37250,516,0.0138,27259,24493,0.8986,667,489,0.7334
2015-01-02 16:00:00,58813,37250,45,0.0012,27259,24226,0.8887,667,494,0.7399
2015-01-02 17:00:00,61605,37250,0,0,27259,23810,0.8734,667,492,0.7374
2015-01-02 18:00:00,61645,37250,0,0,27259,24535,0.9001,667,475,0.7124
2015-01-02 19:00:00,59283,37250,0,0,27259,24281,0.8908,667,502,0.7524
2015-01-02 20:00:00,55622,37250,0,0,27259,23767,0.8719,667,512,0.7669
2015-01-02 21:00:00,53186,37250,0,0,27259,23890,0.8764,667,477,0.7144
2015-01-02 22:00:00,50691,37250,0,0,27259,24043,0.882,667,502,0.7533
2015-01-02 23:00:00,45323,37250,0,0,27259,24150,0.8859,667,475,0.7129
2015-01-03 00:00:00,40464,37250,0,0,27259,23567,0.8646,667,509,0.7635
2015-01-03 01:00:00,38338,37250,0,0,27259,22768,0.8352,667,509,0.7635
2015-01-03 02:00:00,36897,37250,0,0,27259,21604,0.7926,667,513,0.7687
2015-01-03 03:00:00,36104,37250,0,0,27259,20406,0.7486,667,512,0.7679
2015-01-03 04:00:00,36453,37250,0,0,27259,19778,0.7255,667,513,0.7697
2015-01-03 05:00:00,36839,37250,0,0,27259,19995,0.7335,667,513,0.7694
2015-01-03 06:00:00,38073,37250,0,0,27259,20813,0.7636,667,513,0.7695
2015-01-03 07:00:00,40819,37250,0,0,27259,21433,0.7863,667,513,0.7692
2015-01-03 08:00:00,44119,37250,74,0.002,27259,22468,0.8242,667,512,0.7678
2015-01-03 09:00:00,47421,37250,608,0.0163,27259,22927,0.8411,667,492,0.738
2015-01-03 10:00:00,49756,37250,1279,0.0343,27259,22623,0.8299,667,474,0.7103
2015-01-03 11:00:00,51917,37250,1700,0.0456,27259,22728,0.8338,667,502,0.7527
2015-01-03 12:00:00,52205,37250,1618,0.0434,27259,22349,0.8199,667,480,0.7191
2015-01-03 13:00:00,52147,37250,1155,0.031,27259,20658,0.7578,667,516,0.7732
2015-01-03 14:00:00,50677,37250,587,0.0157,27259,18951,0.6952,667,513,0.7694
2015-01-03 15:00:00,50478,37250,195,0.0052,27259,16979,0.6228,667,489,0.7327
2015-01-03 16:00:00,52820,37250,21,0.0006,27259,15563,0.5709,667,475,0.7124
2015-01-03 17:00:00,55854,37250,0,0,27259,14890,0.5462,667,488,0.7315
2015-01-03 18:00:00,56259,37250,0,0,27259,13936,0.5112,667,513,0.7694
2015-01-03 19:00:00,55017,37250,0,0,27259,12432,0.4561,667,514,0.7707
2015-01-03 20:00:00,50801,37250,0,0,27259,13357,0.49,667,514,0.7702
2015-01-03 21:00:00,48359,37250,0,0,27259,14702,0.5393,667,514,0.7709
2015-01-03 22:00:00,47968,37250,0,0,27259,15296,0.5612,667,515,0.7715
2015-01-03 23:00:00,45427,37250,0,0,27259,16823,0.6172,667,514,0.7709
2015-01-04 00:00:00,42806,37250,0,0,27259,17350,0.6365,667,514,0.771
2015-01-04 01:00:00,38517,37250,0,0,27259,18222,0.6685,667,514,0.7703
2015-01-04 02:00:00,37082,37250,0,0,27259,18386,0.6745,667,512,0.7669
2015-01-04 03:00:00,36575,37250,0,0,27259,18462,0.6773,667,504,0.7553
2015-01-04 04:00:00,36793,37250,0,0,27259,18593,0.6821,667,505,0.7568
2015-01-04 05:00:00,36336,37250,0,0,27259,18246,0.6694,667,504,0.7554
2015-01-04 06:00:00,35592,37250,0,0,27259,18128,0.665,667,499,0.7477
2015-01-04 07:00:00,38255,37250,0,0,27259,17499,0.642,667,495,0.7428
2015-01-04 08:00:00,41037,37250,58,0.0016,27259,17462,0.6406,667,499,0.7483
2015-01-04 09:00:00,43899,37250,974,0.0262,27259,16757,0.6147,667,492,0.7371
2015-01-04 10:00:00,46915,37250,2771,0.0744,27259,16324,0.5988,667,498,0.7464
2015-01-04 11:00:00,50252,37250,4151,0.1114,27259,16404,0.6018,667,501,0.7512
2015-01-04 12:00:00,50784,37250,4579,0.1229,27259,16363,0.6002,667,485,0.7278
2015-01-04 13:00:00,48824,37250,3992,0.1072,27259,16187,0.5938,667,471,0.7063
2015-01-04 14:00:00,47517,37250,2421,0.065,27259,15629,0.5734,667,489,0.7333
2015-01-04 15:00:00,47398,37250,952,0.0256,27259,14602,0.5357,667,482,0.7221
2015-01-04 16:00:00,49465,37250,84,0.0023,27259,13702,0.5026,667,459,0.6879
2015-01-04 17:00:00,53400,37250,0,0,27259,13251,0.4861,667,464,0.6956
2015-01-04 18:00:00,54108,37250,0,0,27259,13280,0.4872,667,470,0.7039
2015-01-04 19:00:00,52621,37250,0,0,27259,13822,0.507,667,429,0.6429
2015-01-04 20:00:00,50243,37250,0,0,27259,13710,0.503,667,422,0.6326
2015-01-04 21:00:00,48877,37250,0,0,27259,12664,0.4646,667,406,0.6086
2015-01-04 22:00:00,48808,37250,0,0,27259,11992,0.4399,667,465,0.6976
2015-01-04 23:00:00,46024,37250,0,0,27259,11993,0.44,667,461,0.6905
2015-01-05 00:00:00,42658,37252,0,0,27268,11847,0.4345,670,474,0.7069
2015-01-05 01:00:00,40699,37252,0,0,27268,11815,0.4333,670,465,0.6934
2015-01-05 02:00:00,39447,37252,0,0,27268,12199,0.4474,670,462,0.6888
2015-01-05 03:00:00,39513,37252,0,0,27268,12313,0.4515,670,450,0.6722
2015-01-05 04:00:00,40440,37252,0,0,27268,13093,0.4802,670,453,0.6765
2015-01-05 05:00:00,43931,37252,0,0,27268,14395,0.5279,670,459,0.6844
2015-01-05 06:00:00,50074,37252,0,0,27268,14979,0.5493,670,431,0.6426
2015-01-05 07:00:00,56244,37252,0,0,27268,14917,0.547,670,396,0.5918
2015-01-05 08:00:00,59860,37252,93,0.0025,27268,14854,0.5448,670,335,0.5005
2015-01-05 09:00:00,61179,37252,1057,0.0284,27268,14288,0.524,670,323,0.4821
2015-01-05 10:00:00,62104,37252,2986,0.0802,27268,13310,0.4881,670,332,0.4955
2015-01-05 11:00:00,63018,37252,4770,0.128,27268,11953,0.4384,670,357,0.5323
2015-01-05 12:00:00,62952,37252,5870,0.1576,27268,10707,0.3926,670,411,0.6139
2015-01-05 13:00:00,62108,37252,5666,0.1521,27268,9407,0.345,670,387,0.5773
2015-01-05 14:00:00,61182,37252,4095,0.11,27268,7548,0.2768,670,319,0.4768
2015-01-05 15:00:00,60450,37252,1788,0.048,27268,5931,0.2175,670,274,0.4083
2015-01-05 16:00:00,61342,37252,197,0.0053,27268,4881,0.179,670,196,0.2922
2015-01-05 17:00:00,65130,37252,0,0,27268,4353,0.1596,670,155,0.2308
2015-01-05 18:00:00,64886,37252,0,0,27268,4079,0.1496,670,157,0.2343
2015-01-05 19:00:00,63242,37252,0,0,27268,3707,0.1359,670,217,0.3238
2015-01-05 20:00:00,59162,37252,0,0,27268,3014,0.1105,670,172,0.2563
2015-01-05 21:00:00,56346,37252,0,0,27268,2480,0.091,670,157,0.2344
2015-01-05 22:00:00,54730,37252,0,0,27268,1934,0.0709,670,174,0.2591
2015-01-05 23:00:00,50564,37252,0,0,27268,1618,0.0593,670,192,0.286
2015-01-06 00:00:00,47317,37253,0,0,27275,1311,0.0481,675,180,0.2662
2015-01-06 01:00:00,45011,37253,0,0,27275,1011,0.0371,675,160,0.2372
2015-01-06 02:00:00,44015,37253,0,0,27275,763,0.028,675,144,0.2136
2015-01-06 03:00:00,44049,37253,0,0,27275,703,0.0258,675,136,0.2022
2015-01-06 04:00:00,44730,37253,0,0,27275,764,0.028,675,152,0.2247
2015-01-06 05:00:00,46416,37253,0,0,27275,928,0.034,675,174,0.2582
2015-01-06 06:00:00,50597,37253,0,0,27275,1234,0.0452,675,199,0.2952
2015-01-06 07:00:00,55697,37253,0,0,27275,1560,0.0572,675,233,0.345
2015-01-06 08:00:00,57954,37253,183,0.0049,27275,1946,0.0714,675,236,0.349
2015-01-06 09:00:00,59295,37253,2055,0.0552,27275,2391,0.0876,675,231,0.3428
2015-01-06 10:00:00,60723,37253,4694,0.126,27275,2804,0.1028,675,261,0.386
2015-01-06 11:00:00,61744,37253,6658,0.1788,27275,3150,0.1155,675,287,0.4258
2015-01-06 12:00:00,61628,37253,7272,0.1952,27275,3118,0.1143,675,291,0.431
2015-01-06 13:00:00,60697,37253,6351,0.1705,27275,3491,0.128,675,282,0.4173
2015-01-06 14:00:00,59259,37253,3958,0.1063,27275,4059,0.1488,675,290,0.4296
2015-01-06 15:00:00,58836,37253,1554,0.0417,27275,4866,0.1784,675,323,0.479
2015-01-06 16:00:00,60089,37253,163,0.0044,27275,6301,0.231,675,372,0.5516
2015-01-06 17:00:00,63969,37253,0,0,27275,7718,0.283,675,403,0.5969
2015-01-06 18:00:00,64219,37253,0,0,27275,8983,0.3293,675,393,0.5826
2015-01-06 19:00:00,63346,37253,0,0,27275,9187,0.3368,675,388,0.5742
2015-01-06 20:00:00,59695,37253,0,0,27275,9291,0.3406,675,424,0.6276
2015-01-06 21:00:00,57114,37253,0,0,27275,8860,0.3249,675,403,0.5971
2015-01-06 22:00:00,54886,37253,0,0,27275,9215,0.3379,675,450,0.6672
2015-01-06 23:00:00,50639,37253,0,0,27275,9050,0.3318,675,475,0.7032
2015-01-07 00:00:00,47308,37256,0,0,27281,8644,0.3168,675,483,0.7157
2015-01-07 01:00:00,45125,37256,0,0,27281,8052,0.2952,675,462,0.6841
2015-01-07 02:00:00,44217,37256,0,0,27281,7797,0.2858,675,391,0.5796
2015-01-07 03:00:00,44368,37256,0,0,27281,8322,0.305,675,389,0.5763
2015-01-07 04:00:00,45298,37256,0,0,27281,8365,0.3066,675,389,0.5759
2015-01-07 05:00:00,48598,37256,0,0,27281,8124,0.2978,675,328,0.4861
2015-01-07 06:00:00,56626,37256,0,0,27281,8184,0.3,675,274,0.4056
2015-01-07 07:00:00,63293,37256,0,0,27281,7812,0.2864,675,254,0.3756
2015-01-07 08:00:00,65964,37256,50,0.0014,27281,7439,0.2727,675,286,0.423
2015-01-07 09:00:00,66400,37256,609,0.0163,27281,6949,0.2547,675,350,0.5184
2015-01-07 10:00:00,67746,37256,1812,0.0486,27281,6719,0.2463,675,395,0.5852
2015-01-07 11:00:00,68507,37256,3060,0.0822,27281,6751,0.2475,675,477,0.7072
2015-01-07 12:00:00,68100,37256,3777,0.1014,27281,6956,0.255,675,503,0.7457
2015-01-07 13:00:00,67248,37256,3715,0.0997,27281,7288,0.2672,675,488,0.7225
2015-01-07 14:00:00,66044,37256,2800,0.0752,27281,6834,0.2505,675,495,0.7339
2015-01-07 15:00:00,65496,37256,1157,0.031,27281,6587,0.2414,675,509,0.7534
2015-01-07 16:00:00,66191,37256,134,0.0036,27281,7029,0.2576,675,517,0.7666
2015-01-07 17:00:00,69647,37256,0,0,27281,8173,0.2996,675,524,0.7769
2015-01-07 18:00:00,69425,37256,0,0,27281,9694,0.3554,675,515,0.7623
2015-01-07 19:00:00,67467,37256,0,0,27281,10857,0.398,675,525,0.7779
2015-01-07 20:00:00,63605,37256,0,0,27281,12268,0.4497,675,535,0.7923
2015-01-07 21:00:00,60469,37256,0,0,27281,13474,0.4939,675,535,0.7929
2015-01-07 22:00:00,58348,37256,0,0,27281,14026,0.5142,675,535,0.7925
2015-01-07 23:00:00,54070,37256,0,0,27281,14255,0.5226,675,535,0.7931
2015-01-08 00:00:00,50460,37258,0,0,27291,14502,0.5314,675,535,0.7926
2015-01-08 01:00:00,48041,37258,0,0,27291,15273,0.5596,675,534,0.7912
2015-01-08 02:00:00,47074,37258,0,0,27291,15915,0.5832,675,533,0.7902
2015-01-08 03:00:00,47228,37258,0,0,27291,16164,0.5922,675,531,0.7868
2015-01-08 04:00:00,48253,37258,0,0,27291,16258,0.5958,675,529,0.7834
2015-01-08 05:00:00,51155,37258,0,0,27291,16218,0.5943,675,532,0.7884
2015-01-08 06:00:00,58605,37258,0,0,27291,16962,0.6215,675,533,0.7903
2015-01-08 07:00:00,65447,37258,0,0,27291,17542,0.6428,675,534,0.7906
2015-01-08 08:00:00,68569,37258,57,0.0015,27291,17503,0.6413,675,536,0.7941
2015-01-08 09:00:00,68599,37258,446,0.012,27291,17649,0.6467,675,527,0.7811
2015-01-08 10:00:00,69484,37258,1083,0.029,27291,17566,0.6437,675,529,0.7833
2015-01-08 11:00:00,70635,37258,1738,0.0467,27291,17400,0.6376,675,524,0.7769
2015-01-08 12:00:00,69962,37258,2062,0.0554,27291,16774,0.6147,675,474,0.7026
2015-01-08 13:00:00,69062,37258,1702,0.0457,27291,16150,0.5918,675,451,0.6682
2015-01-08 14:00:00,67835,37258,1039,0.0279,27291,16086,0.5894,675,433,0.641
2015-01-08 15:00:00,67765,37258,414,0.0111,27291,15457,0.5663,675,425,0.6294
2015-01-08 16:00:00,68183,37258,58,0.0016,27291,16225,0.5945,675,482,0.7143
2015-01-08 17:00:00,70139,37258,0,0,27291,16448,0.6027,675,527,0.781
2015-01-08 18:00:00,69246,37258,0,0,27291,17674,0.6476,675,528,0.7816
2015-01-08 19:00:00,67516,37258,0,0,27291,19310,0.7076,675,526,0.7788
2015-01-08 20:00:00,62992,37258,0,0,27291,20809,0.7624,675,527,0.7814
2015-01-08 21:00:00,59524,37258,0,0,27291,22042,0.8076,675,529,0.7842
2015-01-08 22:00:00,57518,37258,0,0,27291,22218,0.8141,675,529,0.7839
2015-01-08 23:00:00,53026,37258,0,0,27291,22384,0.8202,675,526,0.7799
2015-01-09 00:00:00,48517,37260,0,0,27296,21968,0.8048,675,521,0.7713
2015-01-09 01:00:00,46472,37260,0,0,27296,21679,0.7942,675,529,0.783
2015-01-09 02:00:00,45546,37260,0,0,27296,22051,0.8078,675,533,0.7892
2015-01-09 03:00:00,45568,37260,0,0,27296,23158,0.8484,675,533,0.7891
2015-01-09 04:00:00,46950,37260,0,0,27296,24532,0.8988,675,525,0.7772
2015-01-09 05:00:00,50426,37260,0,0,27296,26011,0.953,675,403,0.5976
2015-01-09 06:00:00,58351,37260,0,0,27296,27146,0.9945,675,254,0.3763
2015-01-09 07:00:00,65555,37260,0,0,27296,27911,1.0225,675,191,0.2835
2015-01-09 08:00:00,69326,37260,54,0.0014,27296,28756,1.0535,675,174,0.2584
2015-01-09 09:00:00,69495,37260,421,0.0113,27296,29545,1.0824,675,159,0.2349
2015-01-09 10:00:00,70357,37260,974,0.0261,27296,29566,1.0832,675,188,0.2789
2015-01-09 11:00:00,70829,37260,1398,0.0375,27296,28958,1.0609,675,139,0.2058
2015-01-09 12:00:00,69565,37260,1473,0.0396,27296,29197,1.0696,675,192,0.2841
2015-01-09 13:00:00,68267,37260,1235,0.0331,27296,29447,1.0788,675,224,0.332
2015-01-09 14:00:00,66887,37260,870,0.0234,27296,29699,1.088,675,249,0.3687
2015-01-09 15:00:00,66518,37260,351,0.0094,27296,29705,1.0883,675,450,0.6667
2015-01-09 16:00:00,67566,37260,46,0.0012,27296,29661,1.0867,675,490,0.7265
2015-01-09 17:00:00,70120,37260,0,0,27296,29423,1.0779,675,505,0.7477
2015-01-09 18:00:00,69465,37260,0,0,27296,28356,1.0388,675,501,0.7415
2015-01-09 19:00:00,66230,37260,0,0,27296,27106,0.993,675,505,0.748
2015-01-09 20:00:00,61923,37260,0,0,27296,25649,0.9397,675,480,0.711
2015-01-09 21:00:00,58868,37260,0,0,27296,23559,0.8631,675,388,0.5745
2015-01-09 22:00:00,55441,37260,0,0,27296,21605,0.7915,675,296,0.4383
2015-01-09 23:00:00,51740,37260,0,0,27296,20662,0.757,675,374,0.5538
2015-01-10 00:00:00,47944,37260,0,0,27296,19604,0.7182,675,462,0.6846
2015-01-10 01:00:00,45889,37260,0,0,27296,19756,0.7238,675,488,0.7235
2015-01-10 02:00:00,44455,37260,0,0,27296,20045,0.7343,675,501,0.7424
2015-01-10 03:00:00,43933,37260,0,0,27296,21423,0.7849,675,498,0.7381
2015-01-10 04:00:00,43836,37260,0,0,27296,22731,0.8327,675,486,0.7193
2015-01-10 05:00:00,43841,37260,0,0,27296,23771,0.8709,675,488,0.7223
2015-01-10 06:00:00,44671,37260,0,0,27296,25689,0.9412,675,474,0.7016
2015-01-10 07:00:00,48011,37260,0,0,27296,27037,0.9906,675,295,0.4376
2015-01-10 08:00:00,52333,37260,54,0.0014,27296,28073,1.0285,675,202,0.2991
2015-01-10 09:00:00,55587,37260,549,0.0148,27296,28391,1.0401,675,182,0.2692
2015-01-10 10:00:00,57068,37260,2017,0.0541,27296,28809,1.0554,675,163,0.2419
2015-01-10 11:00:00,58679,37260,4231,0.1135,27296,29262,1.072,675,154,0.2276
2015-01-10 12:00:00,59031,37260,5278,0.1416,27296,29195,1.0696,675,242,0.3588
2015-01-10 13:00:00,57469,37260,4540,0.1218,27296,28844,1.0567,675,213,0.3163
2015-01-10 14:00:00,55753,37260,2758,0.074,27296,28765,1.0538,675,127,0.1888
2015-01-10 15:00:00,54425,37260,961,0.0258,27296,28372,1.0394,675,145,0.2151
2015-01-10 16:00:00,55698,37260,85,0.0023,27296,28411,1.0408,675,117,0.1734
2015-01-10 17:00:00,59546,37260,0,0,27296,28187,1.0327,675,119,0.1764
2015-01-10 18:00:00,59665,37260,0,0,27296,27765,1.0172,675,138,0.204
2015-01-10 19:00:00,57456,37260,0,0,27296,27383,1.0032,675,155,0.23
2015-01-10 20:00:00,53439,37260,0,0,27296,26811,0.9822,675,180,0.266
2015-01-10 21:00:00,51071,37260,0,0,27296,26231,0.961,675,182,0.2694
2015-01-10 22:00:00,50351,37260,0,0,27296,25062,0.9182,675,220,0.3259
2015-01-10 23:00:00,47188,37260,0,0,27296,24441,0.8954,675,273,0.405
2015-01-11 00:00:00,43422,37260,0,0,27296,23870,0.8745,675,307,0.4549
2015-01-11 01:00:00,41048,37260,0,0,27296,23702,0.8684,675,288,0.4271
2015-01-11 02:00:00,39718,37260,0,0,27296,23009,0.8429,675,296,0.438
2015-01-11 03:00:00,39187,37260,0,0,27296,22761,0.8338,675,334,0.4952
2015-01-11 04:00:00,39643,37260,0,0,27296,22973,0.8416,675,386,0.5716
2015-01-11 05:00:00,39494,37260,0,0,27296,23217,0.8506,675,409,0.6053
2015-01-11 06:00:00,38786,37260,0,0,27296,24260,0.8888,675,381,0.5651
2015-01-11 07:00:00,40821,37260,0,0,27296,24927,0.9132,675,412,0.6097
2015-01-11 08:00:00,44081,37260,124,0.0033,27296,25873,0.9478,675,440,0.6521
2015-01-11 09:00:00,47653,37260,1074,0.0288,27296,26102,0.9563,675,384,0.5694
2015-01-11 10:00:00,51246,37260,2469,0.0663,27296,26845,0.9835,675,389,0.5768
2015-01-11 11:00:00,54420,37260,3410,0.0915,27296,27307,1.0004,675,421,0.6235
2015-01-11 12:00:00,54436,37260,4121,0.1106,27296,27861,1.0207,675,303,0.4492
2015-01-11 13:00:00,52716,37260,3981,0.1068,27296,28000,1.0258,675,334,0.4953
2015-01-11 14:00:00,51569,37260,3024,0.0812,27296,28209,1.0334,675,307,0.455
2015-01-11 15:00:00,51194,37260,1424,0.0382,27296,27834,1.0197,675,371,0.5497
2015-01-11 16:00:00,52466,37260,180,0.0048,27296,27484,1.0069,675,425,0.6299
2015-01-11 17:00:00,57143,37260,4,0.0001,27296,27862,1.0207,675,457,0.6769
2015-01-11 18:00:00,58328,37260,0,0,27296,27775,1.0176,675,479,0.7098
2015-01-11 19:00:00,56551,37260,0,0,27296,27859,1.0206,675,483,0.7158
2015-01-11 20:00:00,53601,37260,0,0,27296,27234,0.9977,675,485,0.7186
2015-01-11 21:00:00,51979,37260,0,0,27296,26257,0.962,675,486,0.7198
2015-01-11 22:00:00,52143,37260,0,0,27296,24892,0.9119,675,487,0.7216
2015-01-11 23:00:00,48829,37260,0,0,27296,24311,0.8906,675,486,0.7201
2015-01-12 00:00:00,45904,37263,0,0,27301,24090,0.8824,675,491,0.7275
2015-01-12 01:00:00,44192,37263,0,0,27301,23811,0.8722,675,492,0.7293
2015-01-12 02:00:00,43720,37263,0,0,27301,22824,0.836,675,492,0.7288
2015-01-12 03:00:00,44011,37263,0,0,27301,21934,0.8034,675,492,0.7291
2015-01-12 04:00:00,45401,37263,0,0,27301,21680,0.7941,675,493,0.7302
2015-01-12 05:00:00,49613,37263,0,0,27301,22474,0.8232,675,492,0.7293
2015-01-12 06:00:00,58225,37263,0,0,27301,24269,0.8889,675,489,0.7249
2015-01-12 07:00:00,66110,37263,0,0,27301,25108,0.9197,675,490,0.7258
2015-01-12 08:00:00,69474,37263,82,0.0022,27301,25671,0.9402,675,487,0.7216
2015-01-12 09:00:00,69448,37263,556,0.0149,27301,26092,0.9557,675,488,0.7232
2015-01-12 10:00:00,70736,37263,1418,0.038,27301,27372,1.0026,675,492,0.7285
2015-01-12 11:00:00,72115,37263,2113,0.0567,27301,28173,1.0319,675,491,0.7281
2015-01-12 12:00:00,72023,37263,2350,0.0631,27301,28427,1.0412,675,487,0.7214
2015-01-12 13:00:00,71376,37263,2238,0.0601,27301,28551,1.0458,675,461,0.6825
2015-01-12 14:00:00,70197,37263,1486,0.0399,27301,28468,1.0428,675,452,0.6704
2015-01-12 15:00:00,69066,37263,640,0.0172,27301,28494,1.0437,675,469,0.6955
2015-01-12 16:00:00,69524,37263,140,0.0038,27301,27908,1.0222,675,486,0.7193
2015-01-12 17:00:00,71371,37263,2,0,27301,27423,1.0045,675,489,0.7249
2015-01-12 18:00:00,71236,37263,0,0,27301,27271,0.9989,675,497,0.7363
2015-01-12 19:00:00,69205,37263,0,0,27301,27598,1.0109,675,503,0.7457
2015-01-12 20:00:00,64685,37263,0,0,27301,27554,1.0093,675,506,0.7495
2015-01-12 21:00:00,61344,37263,0,0,27301,27174,0.9954,675,485,0.7181
2015-01-12 22:00:00,58672,37263,0,0,27301,25654,0.9397,675,489,0.7242
2015-01-12 23:00:00,54030,37263,0,0,27301,23951,0.8773,675,457,0.6767
2015-01-13 00:00:00,50153,37264,0,0,27306,22389,0.82,675,383,0.5669
2015-01-13 01:00:00,48218,37264,0,0,27306,20985,0.7685,675,364,0.5392
2015-01-13 02:00:00,47184,37264,0,0,27306,19925,0.7297,675,365,0.5404
2015-01-13 03:00:00,47064,37264,0,0,27306,19849,0.7269,675,309,0.4576
2015-01-13 04:00:00,48760,37264,0,0,27306,20720,0.7588,675,205,0.3043
2015-01-13 05:00:00,51849,37264,0,0,27306,21795,0.7982,675,200,0.2962
2015-01-13 06:00:00,59116,37264,0,0,27306,23154,0.848,675,314,0.4652
2015-01-13 07:00:00,66543,37264,0,0,27306,24028,0.88,675,399,0.5915
2015-01-13 08:00:00,68723,37264,515,0.0138,27306,24899,0.9118,675,475,0.7035
2015-01-13 09:00:00,68327,37264,3431,0.0921,27306,24700,0.9046,675,491,0.7278
2015-01-13 10:00:00,68374,37264,6927,0.1859,27306,24785,0.9077,675,499,0.7389
2015-01-13 11:00:00,68865,37264,9543,0.2561,27306,24558,0.8994,675,493,0.7302
2015-01-13 12:00:00,68469,37264,10623,0.2851,27306,23751,0.8698,675,474,0.7017
2015-01-13 13:00:00,67876,37264,9433,0.2532,27306,22457,0.8224,675,468,0.6928
2015-01-13 14:00:00,65875,37264,6589,0.1768,27306,21707,0.795,675,428,0.6334
2015-01-13 15:00:00,65983,37264,2899,0.0778,27306,21134,0.774,675,463,0.6866
2015-01-13 16:00:00,66634,37264,320,0.0086,27306,20261,0.742,675,448,0.664
2015-01-13 17:00:00,70119,37264,3,0.0001,27306,19388,0.7101,675,402,0.5962
2015-01-13 18:00:00,69850,37264,0,0,27306,18879,0.6914,675,419,0.6212
2015-01-13 19:00:00,67174,37264,0,0,27306,18427,0.6748,675,351,0.5204
2015-01-13 20:00:00,62622,37264,0,0,27306,17462,0.6395,675,301,0.4462
2015-01-13 21:00:00,59175,37264,0,0,27306,18056,0.6612,675,249,0.3692
2015-01-13 22:00:00,56499,37264,0,0,27306,18183,0.6659,675,256,0.3788
2015-01-13 23:00:00,51949,37264,0,0,27306,17505,0.6411,675,185,0.2734
2015-01-14 00:00:00,47556,37266,0,0,27312,16349,0.5986,675,214,0.3176
2015-01-14 01:00:00,45320,37266,0,0,27312,15464,0.5662,675,275,0.4075
2015-01-14 02:00:00,44513,37266,0,0,27312,14423,0.5281,675,278,0.4122
