country;;AT (total heat demand MW)
2017-11-02T11:00:00Z;2017-11-02T12:00:00;8700
2017-11-02T12:00:00Z;2017-11-02T13:00:00;8572
2017-11-02T13:00:00Z;2017-11-02T14:00:00;8641
2017-11-02T14:00:00Z;2017-11-02T15:00:00;8827
2017-11-02T15:00:00Z;2017-11-02T16:00:00;9244
2017-11-02T16:00:00Z;2017-11-02T17:00:00;9635
2017-11-02T17:00:00Z;2017-11-02T18:00:00;9841
2017-11-02T18:00:00Z;2017-11-02T19:00:00;9855
2017-11-02T19:00:00Z;2017-11-02T20:00:00;9542
2017-11-02T20:00:00Z;2017-11-02T21:00:00;8602
2017-11-02T21:00:00Z;2017-11-02T22:00:00;6657
2017-11-02T22:00:00Z;2017-11-02T23:00:00;5234
2017-11-02T23:00:00Z;2017-11-03T00:00:00;5080
2017-11-03T00:00:00Z;2017-11-03T01:00:00;5362
2017-11-03T01:00:00Z;2017-11-03T02:00:00;5480
2017-11-03T02:00:00Z;2017-11-03T03:00:00;6033
2017-11-03T03:00:00Z;2017-11-03T04:00:00;7320
2017-11-03T04:00:00Z;2017-11-03T05:00:00;10072
2017-11-03T05:00:00Z;2017-11-03T06:00:00;12010
2017-11-03T06:00:00Z;2017-11-03T07:00:00;11670
2017-11-03T07:00:00Z;2017-11-03T08:00:00;11238
2017-11-03T08:00:00Z;2017-11-03T09:00:00;10573
2017-11-03T09:00:00Z;2017-11-03T10:00:00;9976
2017-11-03T10:00:00Z;2017-11-03T11:00:00;9510
2017-11-03T11:00:00Z;2017-11-03T12:00:00;9264
2017-11-03T12:00:00Z;2017-11-03T13:00:00;9161
2017-11-03T13:00:00Z;2017-11-03T14:00:00;9241
2017-11-03T14:00:00Z;2017-11-03T15:00:00;9428
2017-11-03T15:00:00Z;2017-11-03T16:00:00;9825
2017-11-03T16:00:00Z;2017-11-03T17:00:00;10206
2017-11-03T17:00:00Z;2017-11-03T18:00:00;10311
2017-11-03T18:00:00Z;2017-11-03T19:00:00;10324
2017-11-03T19:00:00Z;2017-11-03T20:00:00;10034
2017-11-03T20:00:00Z;2017-11-03T21:00:00;9039
2017-11-03T21:00:00Z;2017-11-03T22:00:00;6989
2017-11-03T22:00:00Z;2017-11-03T23:00:00;5538
2017-11-03T23:00:00Z;2017-11-04T00:00:00;4962
2017-11-04T00:00:00Z;2017-11-04T01:00:00;5239
2017-11-04T01:00:00Z;2017-11-04T02:00:00;5357
2017-11-04T02:00:00Z;2017-11-04T03:00:00;5907
2017-11-04T03:00:00Z;2017-11-04T04:00:00;7185
2017-11-04T04:00:00Z;2017-11-04T05:00:00;9891
2017-11-04T05:00:00Z;2017-11-04T06:00:00;11804
2017-11-04T06:00:00Z;2017-11-04T07:00:00;11467
2017-11-04T07:00:00Z;2017-11-04T08:00:00;11038
2017-11-04T08:00:00Z;2017-11-04T09:00:00;10369
2017-11-04T09:00:00Z;2017-11-04T10:00:00;9780
2017-11-04T10:00:00Z;2017-11-04T11:00:00;9319
2017-11-04T11:00:00Z;2017-11-04T12:00:00;9084
2017-11-04T12:00:00Z;2017-11-04T13:00:00;8977
2017-11-04T13:00:00Z;2017-11-04T14:00:00;9057
2017-11-04T14:00:00Z;2017-11-04T15:00:00;9243
2017-11-04T15:00:00Z;2017-11-04T16:00:00;9637
2017-11-04T16:00:00Z;2017-11-04T17:00:00;10016
2017-11-04T17:00:00Z;2017-11-04T18:00:00;10126
2017-11-04T18:00:00Z;2017-11-04T19:00:00;10144
2017-11-04T19:00:00Z;2017-11-04T20:00:00;9859
2017-11-04T20:00:00Z;2017-11-04T21:00:00;8881
2017-11-04T21:00:00Z;2017-11-04T22:00:00;6851
2017-11-04T22:00:00Z;2017-11-04T23:00:00;5419
2017-11-04T23:00:00Z;2017-11-05T00:00:00;4678
2017-11-05T00:00:00Z;2017-11-05T01:00:00;4951
2017-11-05T01:00:00Z;2017-11-05T02:00:00;5058
2017-11-05T02:00:00Z;2017-11-05T03:00:00;5600
2017-11-05T03:00:00Z;2017-11-05T04:00:00;6865
2017-11-05T04:00:00Z;2017-11-05T05:00:00;9455
2017-11-05T05:00:00Z;2017-11-05T06:00:00;11291
2017-11-05T06:00:00Z;2017-11-05T07:00:00;10975
2017-11-05T07:00:00Z;2017-11-05T08:00:00;10551
2017-11-05T08:00:00Z;2017-11-05T09:00:00;9877
2017-11-05T09:00:00Z;2017-11-05T10:00:00;9295
2017-11-05T10:00:00Z;2017-11-05T11:00:00;8851
2017-11-05T11:00:00Z;2017-11-05T12:00:00;8623
2017-11-05T12:00:00Z;2017-11-05T13:00:00;8522
2017-11-05T13:00:00Z;2017-11-05T14:00:00;8599
2017-11-05T14:00:00Z;2017-11-05T15:00:00;8779
2017-11-05T15:00:00Z;2017-11-05T16:00:00;9155
2017-11-05T16:00:00Z;2017-11-05T17:00:00;9539
2017-11-05T17:00:00Z;2017-11-05T18:00:00;9656
2017-11-05T18:00:00Z;2017-11-05T19:00:00;9689
2017-11-05T19:00:00Z;2017-11-05T20:00:00;9421
2017-11-05T20:00:00Z;2017-11-05T21:00:00;8478
2017-11-05T21:00:00Z;2017-11-05T22:00:00;6520
2017-11-05T22:00:00Z;2017-11-05T23:00:00;5130
2017-11-05T23:00:00Z;2017-11-06T00:00:00;4241
2017-11-06T00:00:00Z;2017-11-06T01:00:00;4508
2017-11-06T01:00:00Z;2017-11-06T02:00:00;4598
2017-11-06T02:00:00Z;2017-11-06T03:00:00;5094
2017-11-06T03:00:00Z;2017-11-06T04:00:00;6336
2017-11-06T04:00:00Z;2017-11-06T05:00:00;8768
2017-11-06T05:00:00Z;2017-11-06T06:00:00;10670
2017-11-06T06:00:00Z;2017-11-06T07:00:00;10383
2017-11-06T07:00:00Z;2017-11-06T08:00:00;9947
2017-11-06T08:00:00Z;2017-11-06T09:00:00;9252
2017-11-06T09:00:00Z;2017-11-06T10:00:00;8694
2017-11-06T10:00:00Z;2017-11-06T11:00:00;8268
2017-11-06T11:00:00Z;2017-11-06T12:00:00;8037
2017-11-06T12:00:00Z;2017-11-06T13:00:00;7908
2017-11-06T13:00:00Z;2017-11-06T14:00:00;7995
2017-11-06T14:00:00Z;2017-11-06T15:00:00;8164
2017-11-06T15:00:00Z;2017-11-06T16:00:00;8503
2017-11-06T16:00:00Z;2017-11-06T17:00:00;8880
2017-11-06T17:00:00Z;2017-11-06T18:00:00;9067
2017-11-06T18:00:00Z;2017-11-06T19:00:00;9114
2017-11-06T19:00:00Z;2017-11-06T20:00:00;8854
2017-11-06T20:00:00Z;2017-11-06T21:00:00;7973
2017-11-06T21:00:00Z;2017-11-06T22:00:00;6103
2017-11-06T22:00:00Z;2017-11-06T23:00:00;4751
2017-11-06T23:00:00Z;2017-11-07T00:00:00;3468
2017-11-07T00:00:00Z;2017-11-07T01:00:00;3642
2017-11-07T01:00:00Z;2017-11-07T02:00:00;3710
2017-11-07T02:00:00Z;2017-11-07T03:00:00;4175
2017-11-07T03:00:00Z;2017-11-07T04:00:00;5305
2017-11-07T04:00:00Z;2017-11-07T05:00:00;7507
2017-11-07T05:00:00Z;2017-11-07T06:00:00;8996
2017-11-07T06:00:00Z;2017-11-07T07:00:00;8663
2017-11-07T07:00:00Z;2017-11-07T08:00:00;8175
2017-11-07T08:00:00Z;2017-11-07T09:00:00;7601
2017-11-07T09:00:00Z;2017-11-07T10:00:00;7075
2017-11-07T10:00:00Z;2017-11-07T11:00:00;6803
2017-11-07T11:00:00Z;2017-11-07T12:00:00;6600
2017-11-07T12:00:00Z;2017-11-07T13:00:00;6314
2017-11-07T13:00:00Z;2017-11-07T14:00:00;6299
2017-11-07T14:00:00Z;2017-11-07T15:00:00;6508
2017-11-07T15:00:00Z;2017-11-07T16:00:00;6859
2017-11-07T16:00:00Z;2017-11-07T17:00:00;7268
2017-11-07T17:00:00Z;2017-11-07T18:00:00;7511
2017-11-07T18:00:00Z;2017-11-07T19:00:00;7548
2017-11-07T19:00:00Z;2017-11-07T20:00:00;7387
2017-11-07T20:00:00Z;2017-11-07T21:00:00;6672
2017-11-07T21:00:00Z;2017-11-07T22:00:00;5177
2017-11-07T22:00:00Z;2017-11-07T23:00:00;3924
2017-11-07T23:00:00Z;2017-11-08T00:00:00;2605
2017-11-08T00:00:00Z;2017-11-08T01:00:00;2825
2017-11-08T01:00:00Z;2017-11-08T02:00:00;2844
2017-11-08T02:00:00Z;2017-11-08T03:00:00;3317
2017-11-08T03:00:00Z;2017-11-08T04:00:00;4545
2017-11-08T04:00:00Z;2017-11-08T05:00:00;6763
2017-11-08T05:00:00Z;2017-11-08T06:00:00;7452
2017-11-08T06:00:00Z;2017-11-08T07:00:00;7262
2017-11-08T07:00:00Z;2017-11-08T08:00:00;6542
2017-11-08T08:00:00Z;2017-11-08T09:00:00;6036
2017-11-08T09:00:00Z;2017-11-08T10:00:00;5620
2017-11-08T10:00:00Z;2017-11-08T11:00:00;5314
2017-11-08T11:00:00Z;2017-11-08T12:00:00;5119
2017-11-08T12:00:00Z;2017-11-08T13:00:00;4948
2017-11-08T13:00:00Z;2017-11-08T14:00:00;4969
2017-11-08T14:00:00Z;2017-11-08T15:00:00;5045
2017-11-08T15:00:00Z;2017-11-08T16:00:00;5316
2017-11-08T16:00:00Z;2017-11-08T17:00:00;5630
2017-11-08T17:00:00Z;2017-11-08T18:00:00;5918
2017-11-08T18:00:00Z;2017-11-08T19:00:00;6185
2017-11-08T19:00:00Z;2017-11-08T20:00:00;6117
2017-11-08T20:00:00Z;2017-11-08T21:00:00;5594
2017-11-08T21:00:00Z;2017-11-08T22:00:00;4294
2017-11-08T22:00:00Z;2017-11-08T23:00:00;3053
2017-11-08T23:00:00Z;2017-11-09T00:00:00;2342
2017-11-09T00:00:00Z;2017-11-09T01:00:00;2496
2017-11-09T01:00:00Z;2017-11-09T02:00:00;2593
2017-11-09T02:00:00Z;2017-11-09T03:00:00;2957
2017-11-09T03:00:00Z;2017-11-09T04:00:00;3917
2017-11-09T04:00:00Z;2017-11-09T05:00:00;5854
2017-11-09T05:00:00Z;2017-11-09T06:00:00;7204
2017-11-09T06:00:00Z;2017-11-09T07:00:00;7038
2017-11-09T07:00:00Z;2017-11-09T08:00:00;6375
2017-11-09T08:00:00Z;2017-11-09T09:00:00;5904
2017-11-09T09:00:00Z;2017-11-09T10:00:00;5440
2017-11-09T10:00:00Z;2017-11-09T11:00:00;5055
2017-11-09T11:00:00Z;2017-11-09T12:00:00;4851
2017-11-09T12:00:00Z;2017-11-09T13:00:00;4705
2017-11-09T13:00:00Z;2017-11-09T14:00:00;4637
2017-11-09T14:00:00Z;2017-11-09T15:00:00;4740
2017-11-09T15:00:00Z;2017-11-09T16:00:00;4922
2017-11-09T16:00:00Z;2017-11-09T17:00:00;5208
2017-11-09T17:00:00Z;2017-11-09T18:00:00;5481
2017-11-09T18:00:00Z;2017-11-09T19:00:00;5758
2017-11-09T19:00:00Z;2017-11-09T20:00:00;5662
2017-11-09T20:00:00Z;2017-11-09T21:00:00;5191
2017-11-09T21:00:00Z;2017-11-09T22:00:00;3915
2017-11-09T22:00:00Z;2017-11-09T23:00:00;2735
2017-11-09T23:00:00Z;2017-11-10T00:00:00;1925
2017-11-10T00:00:00Z;2017-11-10T01:00:00;2040
2017-11-10T01:00:00Z;2017-11-10T02:00:00;2110
2017-11-10T02:00:00Z;2017-11-10T03:00:00;2405
2017-11-10T03:00:00Z;2017-11-10T04:00:00;3231
2017-11-10T04:00:00Z;2017-11-10T05:00:00;4898
2017-11-10T05:00:00Z;2017-11-10T06:00:00;6051
2017-11-10T06:00:00Z;2017-11-10T07:00:00;5894
2017-11-10T07:00:00Z;2017-11-10T08:00:00;5359
2017-11-10T08:00:00Z;2017-11-10T09:00:00;4963
2017-11-10T09:00:00Z;2017-11-10T10:00:00;4552
2017-11-10T10:00:00Z;2017-11-10T11:00:00;4246
2017-11-10T11:00:00Z;2017-11-10T12:00:00;4069
2017-11-10T12:00:00Z;2017-11-10T13:00:00;3933
2017-11-10T13:00:00Z;2017-11-10T14:00:00;3869
2017-11-10T14:00:00Z;2017-11-10T15:00:00;3909
2017-11-10T15:00:00Z;2017-11-10T16:00:00;4080
2017-11-10T16:00:00Z;2017-11-10T17:00:00;4298
2017-11-10T17:00:00Z;2017-11-10T18:00:00;4496
2017-11-10T18:00:00Z;2017-11-10T19:00:00;4726
2017-11-10T19:00:00Z;2017-11-10T20:00:00;4657
2017-11-10T20:00:00Z;2017-11-10T21:00:00;4266
2017-11-10T21:00:00Z;2017-11-10T22:00:00;3214
2017-11-10T22:00:00Z;2017-11-10T23:00:00;2238
2017-11-10T23:00:00Z;2017-11-11T00:00:00;2095
2017-11-11T00:00:00Z;2017-11-11T01:00:00;2224
2017-11-11T01:00:00Z;2017-11-11T02:00:00;2293
2017-11-11T02:00:00Z;2017-11-11T03:00:00;2608
2017-11-11T03:00:00Z;2017-11-11T04:00:00;3466
2017-11-11T04:00:00Z;2017-11-11T05:00:00;5195
2017-11-11T05:00:00Z;2017-11-11T06:00:00;6392
2017-11-11T06:00:00Z;2017-11-11T07:00:00;6220
2017-11-11T07:00:00Z;2017-11-11T08:00:00;5690
2017-11-11T08:00:00Z;2017-11-11T09:00:00;5276
2017-11-11T09:00:00Z;2017-11-11T10:00:00;4854
2017-11-11T10:00:00Z;2017-11-11T11:00:00;4540
2017-11-11T11:00:00Z;2017-11-11T12:00:00;4364
2017-11-11T12:00:00Z;2017-11-11T13:00:00;4225
2017-11-11T13:00:00Z;2017-11-11T14:00:00;4173
2017-11-11T14:00:00Z;2017-11-11T15:00:00;4219
2017-11-11T15:00:00Z;2017-11-11T16:00:00;4403
2017-11-11T16:00:00Z;2017-11-11T17:00:00;4633
2017-11-11T17:00:00Z;2017-11-11T18:00:00;4825
2017-11-11T18:00:00Z;2017-11-11T19:00:00;5042
2017-11-11T19:00:00Z;2017-11-11T20:00:00;4962
2017-11-11T20:00:00Z;2017-11-11T21:00:00;4533
2017-11-11T21:00:00Z;2017-11-11T22:00:00;3423
2017-11-11T22:00:00Z;2017-11-11T23:00:00;2421
2017-11-11T23:00:00Z;2017-11-12T00:00:00;2940
2017-11-12T00:00:00Z;2017-11-12T01:00:00;3116
2017-11-12T01:00:00Z;2017-11-12T02:00:00;3211
2017-11-12T02:00:00Z;2017-11-12T03:00:00;3609
2017-11-12T03:00:00Z;2017-11-12T04:00:00;4652
2017-11-12T04:00:00Z;2017-11-12T05:00:00;6733
2017-11-12T05:00:00Z;2017-11-12T06:00:00;8204
2017-11-12T06:00:00Z;2017-11-12T07:00:00;8001
2017-11-12T07:00:00Z;2017-11-12T08:00:00;7462
2017-11-12T08:00:00Z;2017-11-12T09:00:00;6910
2017-11-12T09:00:00Z;2017-11-12T10:00:00;6408
2017-11-12T10:00:00Z;2017-11-12T11:00:00;6023
2017-11-12T11:00:00Z;2017-11-12T12:00:00;5810
2017-11-12T12:00:00Z;2017-11-12T13:00:00;5689
2017-11-12T13:00:00Z;2017-11-12T14:00:00;5661
2017-11-12T14:00:00Z;2017-11-12T15:00:00;5768
2017-11-12T15:00:00Z;2017-11-12T16:00:00;6014
2017-11-12T16:00:00Z;2017-11-12T17:00:00;6311
2017-11-12T17:00:00Z;2017-11-12T18:00:00;6515
2017-11-12T18:00:00Z;2017-11-12T19:00:00;6714
2017-11-12T19:00:00Z;2017-11-12T20:00:00;6566
2017-11-12T20:00:00Z;2017-11-12T21:00:00;5974
2017-11-12T21:00:00Z;2017-11-12T22:00:00;4524
2017-11-12T22:00:00Z;2017-11-12T23:00:00;3319
2017-11-12T23:00:00Z;2017-11-13T00:00:00;3522
2017-11-13T00:00:00Z;2017-11-13T01:00:00;3749
2017-11-13T01:00:00Z;2017-11-13T02:00:00;3823
2017-11-13T02:00:00Z;2017-11-13T03:00:00;4261
2017-11-13T03:00:00Z;2017-11-13T04:00:00;5391
2017-11-13T04:00:00Z;2017-11-13T05:00:00;7599
2017-11-13T05:00:00Z;2017-11-13T06:00:00;9313
2017-11-13T06:00:00Z;2017-11-13T07:00:00;9077
2017-11-13T07:00:00Z;2017-11-13T08:00:00;8603
2017-11-13T08:00:00Z;2017-11-13T09:00:00;7974
2017-11-13T09:00:00Z;2017-11-13T10:00:00;7454
2017-11-13T10:00:00Z;2017-11-13T11:00:00;7050
2017-11-13T11:00:00Z;2017-11-13T12:00:00;6847
2017-11-13T12:00:00Z;2017-11-13T13:00:00;6706
2017-11-13T13:00:00Z;2017-11-13T14:00:00;6745
2017-11-13T14:00:00Z;2017-11-13T15:00:00;6880
2017-11-13T15:00:00Z;2017-11-13T16:00:00;7167
2017-11-13T16:00:00Z;2017-11-13T17:00:00;7503
2017-11-13T17:00:00Z;2017-11-13T18:00:00;7710
2017-11-13T18:00:00Z;2017-11-13T19:00:00;7828
2017-11-13T19:00:00Z;2017-11-13T20:00:00;7620
2017-11-13T20:00:00Z;2017-11-13T21:00:00;6890
2017-11-13T21:00:00Z;2017-11-13T22:00:00;5246
2017-11-13T22:00:00Z;2017-11-13T23:00:00;3982
2017-11-13T23:00:00Z;2017-11-14T00:00:00;3750
2017-11-14T00:00:00Z;2017-11-14T01:00:00;3917
2017-11-14T01:00:00Z;2017-11-14T02:00:00;4002
2017-11-14T02:00:00Z;2017-11-14T03:00:00;4476
2017-11-14T03:00:00Z;2017-11-14T04:00:00;5648
2017-11-14T04:00:00Z;2017-11-14T05:00:00;8003
2017-11-14T05:00:00Z;2017-11-14T06:00:00;9598
2017-11-14T06:00:00Z;2017-11-14T07:00:00;9243
2017-11-14T07:00:00Z;2017-11-14T08:00:00;8727
2017-11-14T08:00:00Z;2017-11-14T09:00:00;8135
2017-11-14T09:00:00Z;2017-11-14T10:00:00;7594
2017-11-14T10:00:00Z;2017-11-14T11:00:00;7298
2017-11-14T11:00:00Z;2017-11-14T12:00:00;7070
2017-11-14T12:00:00Z;2017-11-14T13:00:00;6780
2017-11-14T13:00:00Z;2017-11-14T14:00:00;6765
2017-11-14T14:00:00Z;2017-11-14T15:00:00;6973
2017-11-14T15:00:00Z;2017-11-14T16:00:00;7339
2017-11-14T16:00:00Z;2017-11-14T17:00:00;7758
2017-11-14T17:00:00Z;2017-11-14T18:00:00;8007
2017-11-14T18:00:00Z;2017-11-14T19:00:00;8048
2017-11-14T19:00:00Z;2017-11-14T20:00:00;7868
2017-11-14T20:00:00Z;2017-11-14T21:00:00;7127
2017-11-14T21:00:00Z;2017-11-14T22:00:00;5537
2017-11-14T22:00:00Z;2017-11-14T23:00:00;4215
2017-11-14T23:00:00Z;2017-11-15T00:00:00;3536
2017-11-15T00:00:00Z;2017-11-15T01:00:00;3873
2017-11-15T01:00:00Z;2017-11-15T02:00:00;3796
2017-11-15T02:00:00Z;2017-11-15T03:00:00;4326
2017-11-15T03:00:00Z;2017-11-15T04:00:00;5637
2017-11-15T04:00:00Z;2017-11-15T05:00:00;8090
2017-11-15T05:00:00Z;2017-11-15T06:00:00;8937
2017-11-15T06:00:00Z;2017-11-15T07:00:00;8539
2017-11-15T07:00:00Z;2017-11-15T08:00:00;7913
2017-11-15T08:00:00Z;2017-11-15T09:00:00;7411
2017-11-15T09:00:00Z;2017-11-15T10:00:00;6936
2017-11-15T10:00:00Z;2017-11-15T11:00:00;6649
2017-11-15T11:00:00Z;2017-11-15T12:00:00;6452
2017-11-15T12:00:00Z;2017-11-15T13:00:00;6305
2017-11-15T13:00:00Z;2017-11-15T14:00:00;6412
2017-11-15T14:00:00Z;2017-11-15T15:00:00;6525
2017-11-15T15:00:00Z;2017-11-15T16:00:00;6906
2017-11-15T16:00:00Z;2017-11-15T17:00:00;7314
2017-11-15T17:00:00Z;2017-11-15T18:00:00;7540
2017-11-15T18:00:00Z;2017-11-15T19:00:00;7685
2017-11-15T19:00:00Z;2017-11-15T20:00:00;7579
2017-11-15T20:00:00Z;2017-11-15T21:00:00;6855
2017-11-15T21:00:00Z;2017-11-15T22:00:00;5352
2017-11-15T22:00:00Z;2017-11-15T23:00:00;4024
2017-11-15T23:00:00Z;2017-11-16T00:00:00;2905
2017-11-16T00:00:00Z;2017-11-16T01:00:00;3097
2017-11-16T01:00:00Z;2017-11-16T02:00:00;3197
2017-11-16T02:00:00Z;2017-11-16T03:00:00;3616
2017-11-16T03:00:00Z;2017-11-16T04:00:00;4676
2017-11-16T04:00:00Z;2017-11-16T05:00:00;6793
2017-11-16T05:00:00Z;2017-11-16T06:00:00;8271
2017-11-16T06:00:00Z;2017-11-16T07:00:00;8067
2017-11-16T07:00:00Z;2017-11-16T08:00:00;7426
2017-11-16T08:00:00Z;2017-11-16T09:00:00;6904
2017-11-16T09:00:00Z;2017-11-16T10:00:00;6408
2017-11-16T10:00:00Z;2017-11-16T11:00:00;5992
2017-11-16T11:00:00Z;2017-11-16T12:00:00;5789
2017-11-16T12:00:00Z;2017-11-16T13:00:00;5641
2017-11-16T13:00:00Z;2017-11-16T14:00:00;5604
2017-11-16T14:00:00Z;2017-11-16T15:00:00;5731
2017-11-16T15:00:00Z;2017-11-16T16:00:00;5974
2017-11-16T16:00:00Z;2017-11-16T17:00:00;6292
2017-11-16T17:00:00Z;2017-11-16T18:00:00;6562
2017-11-16T18:00:00Z;2017-11-16T19:00:00;6787
2017-11-16T19:00:00Z;2017-11-16T20:00:00;6643
2017-11-16T20:00:00Z;2017-11-16T21:00:00;6052
2017-11-16T21:00:00Z;2017-11-16T22:00:00;4594
2017-11-16T22:00:00Z;2017-11-16T23:00:00;3333
2017-11-16T23:00:00Z;2017-11-17T00:00:00;3031
2017-11-17T00:00:00Z;2017-11-17T01:00:00;3212
2017-11-17T01:00:00Z;2017-11-17T02:00:00;3313
2017-11-17T02:00:00Z;2017-11-17T03:00:00;3724
2017-11-17T03:00:00Z;2017-11-17T04:00:00;4811
2017-11-17T04:00:00Z;2017-11-17T05:00:00;6984
2017-11-17T05:00:00Z;2017-11-17T06:00:00;8517
2017-11-17T06:00:00Z;2017-11-17T07:00:00;8310
2017-11-17T07:00:00Z;2017-11-17T08:00:00;7734
2017-11-17T08:00:00Z;2017-11-17T09:00:00;7161
2017-11-17T09:00:00Z;2017-11-17T10:00:00;6637
2017-11-17T10:00:00Z;2017-11-17T11:00:00;6233
2017-11-17T11:00:00Z;2017-11-17T12:00:00;6008
2017-11-17T12:00:00Z;2017-11-17T13:00:00;5879
2017-11-17T13:00:00Z;2017-11-17T14:00:00;5844
2017-11-17T14:00:00Z;2017-11-17T15:00:00;5953
2017-11-17T15:00:00Z;2017-11-17T16:00:00;6204
2017-11-17T16:00:00Z;2017-11-17T17:00:00;6511
2017-11-17T17:00:00Z;2017-11-17T18:00:00;6730
2017-11-17T18:00:00Z;2017-11-17T19:00:00;6947
2017-11-17T19:00:00Z;2017-11-17T20:00:00;6796
2017-11-17T20:00:00Z;2017-11-17T21:00:00;6188
2017-11-17T21:00:00Z;2017-11-17T22:00:00;4685
2017-11-17T22:00:00Z;2017-11-17T23:00:00;3424
2017-11-17T23:00:00Z;2017-11-18T00:00:00;2644
2017-11-18T00:00:00Z;2017-11-18T01:00:00;2802
2017-11-18T01:00:00Z;2017-11-18T02:00:00;2892
2017-11-18T02:00:00Z;2017-11-18T03:00:00;3263
2017-11-18T03:00:00Z;2017-11-18T04:00:00;4248
2017-11-18T04:00:00Z;2017-11-18T05:00:00;6218
2017-11-18T05:00:00Z;2017-11-18T06:00:00;7612
2017-11-18T06:00:00Z;2017-11-18T07:00:00;7424
2017-11-18T07:00:00Z;2017-11-18T08:00:00;6882
2017-11-18T08:00:00Z;2017-11-18T09:00:00;6362
2017-11-18T09:00:00Z;2017-11-18T10:00:00;5884
2017-11-18T10:00:00Z;2017-11-18T11:00:00;5515
2017-11-18T11:00:00Z;2017-11-18T12:00:00;5311
2017-11-18T12:00:00Z;2017-11-18T13:00:00;5188
2017-11-18T13:00:00Z;2017-11-18T14:00:00;5148
2017-11-18T14:00:00Z;2017-11-18T15:00:00;5241
2017-11-18T15:00:00Z;2017-11-18T16:00:00;5464
2017-11-18T16:00:00Z;2017-11-18T17:00:00;5741
2017-11-18T17:00:00Z;2017-11-18T18:00:00;5952
2017-11-18T18:00:00Z;2017-11-18T19:00:00;6169
2017-11-18T19:00:00Z;2017-11-18T20:00:00;6040
2017-11-18T20:00:00Z;2017-11-18T21:00:00;5510
2017-11-18T21:00:00Z;2017-11-18T22:00:00;4159
2017-11-18T22:00:00Z;2017-11-18T23:00:00;3005
2017-11-18T23:00:00Z;2017-11-19T00:00:00;2802
2017-11-19T00:00:00Z;2017-11-19T01:00:00;2966
2017-11-19T01:00:00Z;2017-11-19T02:00:00;3060
2017-11-19T02:00:00Z;2017-11-19T03:00:00;3441
2017-11-19T03:00:00Z;2017-11-19T04:00:00;4450
2017-11-19T04:00:00Z;2017-11-19T05:00:00;6475
2017-11-19T05:00:00Z;2017-11-19T06:00:00;7907
2017-11-19T06:00:00Z;2017-11-19T07:00:00;7712
2017-11-19T07:00:00Z;2017-11-19T08:00:00;7172
2017-11-19T08:00:00Z;2017-11-19T09:00:00;6643
2017-11-19T09:00:00Z;2017-11-19T10:00:00;6154
2017-11-19T10:00:00Z;2017-11-19T11:00:00;5777
2017-11-19T11:00:00Z;2017-11-19T12:00:00;5566
2017-11-19T12:00:00Z;2017-11-19T13:00:00;5446
2017-11-19T13:00:00Z;2017-11-19T14:00:00;5410
2017-11-19T14:00:00Z;2017-11-19T15:00:00;5509
2017-11-19T15:00:00Z;2017-11-19T16:00:00;5743
2017-11-19T16:00:00Z;2017-11-19T17:00:00;6027
2017-11-19T17:00:00Z;2017-11-19T18:00:00;6233
2017-11-19T18:00:00Z;2017-11-19T19:00:00;6439
2017-11-19T19:00:00Z;2017-11-19T20:00:00;6301
2017-11-19T20:00:00Z;2017-11-19T21:00:00;5742
2017-11-19T21:00:00Z;2017-11-19T22:00:00;4346
2017-11-19T22:00:00Z;2017-11-19T23:00:00;3168
2017-11-19T23:00:00Z;2017-11-20T00:00:00;3083
2017-11-20T00:00:00Z;2017-11-20T01:00:00;3277
2017-11-20T01:00:00Z;2017-11-20T02:00:00;3347
2017-11-20T02:00:00Z;2017-11-20T03:00:00;3739
2017-11-20T03:00:00Z;2017-11-20T04:00:00;4809
2017-11-20T04:00:00Z;2017-11-20T05:00:00;6977
2017-11-20T05:00:00Z;2017-11-20T06:00:00;8630
2017-11-20T06:00:00Z;2017-11-20T07:00:00;8430
2017-11-20T07:00:00Z;2017-11-20T08:00:00;7863
2017-11-20T08:00:00Z;2017-11-20T09:00:00;7288
2017-11-20T09:00:00Z;2017-11-20T10:00:00;6777
2017-11-20T10:00:00Z;2017-11-20T11:00:00;6361
2017-11-20T11:00:00Z;2017-11-20T12:00:00;6166
2017-11-20T12:00:00Z;2017-11-20T13:00:00;5997
2017-11-20T13:00:00Z;2017-11-20T14:00:00;5974
2017-11-20T14:00:00Z;2017-11-20T15:00:00;6076
2017-11-20T15:00:00Z;2017-11-20T16:00:00;6328
2017-11-20T16:00:00Z;2017-11-20T17:00:00;6630
2017-11-20T17:00:00Z;2017-11-20T18:00:00;6867
2017-11-20T18:00:00Z;2017-11-20T19:00:00;7076
2017-11-20T19:00:00Z;2017-11-20T20:00:00;6906
2017-11-20T20:00:00Z;2017-11-20T21:00:00;6294
2017-11-20T21:00:00Z;2017-11-20T22:00:00;4781
2017-11-20T22:00:00Z;2017-11-20T23:00:00;3507
2017-11-20T23:00:00Z;2017-11-21T00:00:00;4631
2017-11-21T00:00:00Z;2017-11-21T01:00:00;4818
2017-11-21T01:00:00Z;2017-11-21T02:00:00;4928
2017-11-21T02:00:00Z;2017-11-21T03:00:00;5449
2017-11-21T03:00:00Z;2017-11-21T04:00:00;6687
2017-11-21T04:00:00Z;2017-11-21T05:00:00;9341
2017-11-21T05:00:00Z;2017-11-21T06:00:00;11162
